186,4;68,0431234185724
110,8;63,1582487225572
148,6;64,2284558357117
118;61,2660653148842
137,8;64,2502418946735
127;64,7252042543963
123,4;63,007659662209
145;64,9783713305703
155,8;65,047223006943
161,2;68,3876972767259
132,4;64,4821337642025
188,2;68,3525093979398
112,6;62,4183291623615
182,8;68,4404015461346
119,8;64,776302960316
103,6;62,5726960597298
173,8;68,4852356984406
163;66,3902924639335
168,4;68,534041978228
175,6;67,4973917083262
101,8;63,4441748857984
134,2;65,990222133717
139,6;64,9615942050688
177,4;68,4972098517637
114,4;63,5653087320437
152,2;66,9386612658697
159,4;66,3076690155437
157,6;67,0665610395918
109;61,7462160105803
107,2;62,7713506467541
154;67,3210659953093
130,6;63,8225584674849
143,2;66,2859006188048
146,8;65,5778362221868
136;67,650346292969
121,6;65,8099363983355
125,2;64,336095451531
166,6;67,074601747403
116,2;62,2127955329474
128,8;64,3213753384627
141,4;63,2802000837725
181;67,8360735884498
179,2;67,108301551077
172;65,4923212831348
150,4;64,4680107953723
184,6;66,943006013061
105,4;62,4097848732064
170,2;67,9792186410799
164,8;65,2356906311918
100;63,5601293862517
